Species,Target As,Game,Location,Environment,Time,Weater,Season,SOS
Dipplin,Applin,Scarlet,Kitakami: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Poltchageist,Poltchageist,Scarlet,Kitakami: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Sinistcha,Poltchageist,Scarlet,Kitakami: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Okidogi,Okidogi,None,None,None,N/A,N/A,N/A,N/A
Munkidori,Munkidori,None,None,None,N/A,N/A,N/A,N/A
Fezandipiti,Fezandipiti,None,None,None,N/A,N/A,N/A,N/A
Ogerpon,Ogerpon,None,None,None,N/A,N/A,N/A,N/A
Archaludon,Duraludon,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Hydrapple,Applin,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Gouging Fire,Gouging Fire,None,None,None,N/A,N/A,N/A,N/A
Raging Bolt,Raging Bolt,None,None,None,N/A,N/A,N/A,N/A
Iron Boulder,Iron Boulder,None,None,None,N/A,N/A,N/A,N/A
Iron Crown,Iron Crown,None,None,None,N/A,N/A,N/A,N/A
Terapagos,Terapagos,None,None,None,N/A,N/A,N/A,N/A
Pecharunt,Pecharunt,None,None,None,N/A,N/A,N/A,N/A
Rattata-Alola,Rattata-Alola,Ultra Sun,Route 1,Walking / Grass,Night,N/A,N/A,Initial
Raticate-Alola,Rattata-Alola,Ultra Sun,Route 1,Walking / Grass,Night,N/A,N/A,Initial
Raichu-Alola,Pikachu,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Sandshrew-Alola,Sandshrew-Alola,Ultra Moon,Mount Lanakila,Walking / Grass,Day,N/A,N/A,Initial
Sandslash-Alola,Sandshrew-Alola,Ultra Moon,Mount Lanakila,Walking / Grass,Day,N/A,N/A,Initial
Vulpix-Alola,Vulpix-Alola,Ultra Sun,Mount Lanakila,Walking / Grass,Day,N/A,N/A,Initial
Ninetales-Alola,Vulpix-Alola,Ultra Sun,Mount Lanakila,Walking / Grass,Day,N/A,N/A,Initial
Diglett-Alola,Diglett-Alola,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dugtrio-Alola,Dugtrio-Alola,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Meowth-Alola,Meowth-Alola,Ultra Sun,Route 1 - Trainer School,Walking / Grass,All Day,N/A,N/A,Initial
Persian-Alola,Meowth-Alola,Ultra Sun,Route 1 - Trainer School,Walking / Grass,All Day,N/A,N/A,Initial
Geodude-Alola,Geodude-Alola,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Graveler-Alola,Graveler-Alola,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Golem-Alola,Graveler-Alola,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Grimer-Alola,Grimer-Alola,Ultra Sun,Route 1 - Trainer School,Walking / Grass,All Day,N/A,N/A,Initial
Muk-Alola,Grimer-Alola,Ultra Sun,Route 1 - Trainer School,Walking / Grass,All Day,N/A,N/A,Initial
Exeggutor-Alola,Exeggutor-Alola,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Marowak-Alola,Cubone,Diamond,Route 203,Swarm- PokeRadar,N/A,N/A,N/A,N/A
Meowth-Galar,Meowth-Galar,Any,Picnics,Masuda Method,N/A,N/A,N/A,N/A
Ponyta-Galar,Ponyta-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Rapidash-Galar,Rapidash-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Farfetch'd-Galar,Farfetch'd-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Weezing-Galar,Koffing,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Mr. Mime-Galar,Mime Jr.,Legends: Arceus,Obsidian Fieldlands: Massive Mass Outbreak,Obsidian Fieldlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Corsola-Galar,Corsola-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Zigzagoon-Galar,Zigzagoon-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Linoone-Galar,Linoone-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Darumaka-Galar,Darumaka-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Darmanitan-Galar,Darmanitan-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Yamask-Galar,Yamask-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Stunfisk-Galar,Stunfisk-Galar,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Slowpoke-Galar,Slowpoke-Galar,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Slowbro-Galar,Slowpoke-Galar,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Slowking-Galar,Slowpoke-Galar,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Articuno-Galar,Articuno-Galar,Pokémon GO,Daily Adventure Incense,Daily Adventure Incense,All Day,N/A,N/A,
Zapdos-Galar,Zapdos-Galar,Pokémon GO,Daily Adventure Incense,Daily Adventure Incense,All Day,N/A,N/A,
Moltres-Galar,Moltres-Galar,Pokémon GO,Daily Adventure Incense,Daily Adventure Incense,All Day,N/A,N/A,
Growlithe-Hisui,Growlithe-Hisui,Legends: Arceus,Cobalt Coastlands: Massive Mass Outbreak,Cobalt Coastlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Arcanine-Hisui,Arcanine-Hisui,Legends: Arceus,Cobalt Coastlands: Massive Mass Outbreak,Cobalt Coastlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Voltorb-Hisui,Voltorb-Hisui,Legends: Arceus,Coronet Highlands: Massive Mass Outbreak,Coronet Highlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Electrode-Hisui,Electrode-Hisui,Legends: Arceus,Coronet Highlands: Massive Mass Outbreak,Coronet Highlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Typhlosion-Hisui,Cyndaquil,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Qwilfish-Hisui,Qwilfish-Hisui,Legends: Arceus,Cobalt Coastlands: Massive Mass Outbreak,Cobalt Coastlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Sneasel-Hisui,Sneasel-Hisui,Legends: Arceus,Coronet Highlands: Massive Mass Outbreak,Coronet Highlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Samurott-Hisui,Oshawott,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Lilligant-Hisui,Petilil,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Basculin-Hisui,Basculin-Hisui,Legends: Arceus,Cobalt Coastlands: Massive Mass Outbreak,Cobalt Coastlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Zorua-Hisui,Zorua-Hisui,Legends: Arceus,Obsidian Fieldlands: Massive Mass Outbreak,Obsidian Fieldlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Zoroark-Hisui,Zoroark-Hisui,Legends: Arceus,Obsidian Fieldlands: Massive Mass Outbreak,Obsidian Fieldlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Braviary-Hisui,Rufflet,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Sliggoo-Hisui,Goomy,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Goodra-Hisui,Goomy,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Avalugg-Hisui,Bergmite,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Decidueye-Hisui,Rowlet,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Wooper-Paldea,Wooper-Paldea,Scarlet,Alfornada Cavern,Lake; Swamp,N/A,N/A,N/A,N/A
Tauros-Paldea,Tauros-Paldea,Scarlet,Asado Desert,Grass,N/A,N/A,N/A,N/A
